paper_id,figure_id,curve_id,x_value,x_unit,y_value,y_unit,source_type,extraction_method,notes,wall_superheat_K,heat_flux_W_m2
allred-2018-superhydrophobic-trl,fig-4,wenzel,7.96,°C,18.48,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only. Curve isolated by blue RGB color mask (circular markers, blue dotted connecting line); markers are well separated with no overlap from other curves, giving a clean detection. Same axis calibration as the SHPho-CB series. A blue arrow near the top of this curve points to panel (b), not a data point, and was excluded (it forms a much larger, wider connected component than the circular markers and was filtered out).",7.96,184800.0
allred-2018-superhydrophobic-trl,fig-4,wenzel,8.64,°C,28.19,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only. Curve isolated by blue RGB color mask (circular markers, blue dotted connecting line); markers are well separated with no overlap from other curves, giving a clean detection. Same axis calibration as the SHPho-CB series. A blue arrow near the top of this curve points to panel (b), not a data point, and was excluded (it forms a much larger, wider connected component than the circular markers and was filtered out).",8.64,281900.0
allred-2018-superhydrophobic-trl,fig-4,wenzel,9.03,°C,37.94,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only. Curve isolated by blue RGB color mask (circular markers, blue dotted connecting line); markers are well separated with no overlap from other curves, giving a clean detection. Same axis calibration as the SHPho-CB series. A blue arrow near the top of this curve points to panel (b), not a data point, and was excluded (it forms a much larger, wider connected component than the circular markers and was filtered out).",9.03,379400.0
allred-2018-superhydrophobic-trl,fig-4,wenzel,9.48,°C,47.96,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only. Curve isolated by blue RGB color mask (circular markers, blue dotted connecting line); markers are well separated with no overlap from other curves, giving a clean detection. Same axis calibration as the SHPho-CB series. A blue arrow near the top of this curve points to panel (b), not a data point, and was excluded (it forms a much larger, wider connected component than the circular markers and was filtered out).",9.48,479600.0
allred-2018-superhydrophobic-trl,fig-4,wenzel,9.67,°C,57.8,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only. Curve isolated by blue RGB color mask (circular markers, blue dotted connecting line); markers are well separated with no overlap from other curves, giving a clean detection. Same axis calibration as the SHPho-CB series. A blue arrow near the top of this curve points to panel (b), not a data point, and was excluded (it forms a much larger, wider connected component than the circular markers and was filtered out).",9.67,578000.0
allred-2018-superhydrophobic-trl,fig-4,wenzel,9.92,°C,67.5,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only. Curve isolated by blue RGB color mask (circular markers, blue dotted connecting line); markers are well separated with no overlap from other curves, giving a clean detection. Same axis calibration as the SHPho-CB series. A blue arrow near the top of this curve points to panel (b), not a data point, and was excluded (it forms a much larger, wider connected component than the circular markers and was filtered out).",9.92,675000.0
allred-2018-superhydrophobic-trl,fig-4,wenzel,10.32,°C,76.5,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only. Curve isolated by blue RGB color mask (circular markers, blue dotted connecting line); markers are well separated with no overlap from other curves, giving a clean detection. Same axis calibration as the SHPho-CB series. A blue arrow near the top of this curve points to panel (b), not a data point, and was excluded (it forms a much larger, wider connected component than the circular markers and was filtered out).",10.32,765000.0
allred-2018-superhydrophobic-trl,fig-4,wenzel,10.53,°C,87.34,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only. Curve isolated by blue RGB color mask (circular markers, blue dotted connecting line); markers are well separated with no overlap from other curves, giving a clean detection. Same axis calibration as the SHPho-CB series. A blue arrow near the top of this curve points to panel (b), not a data point, and was excluded (it forms a much larger, wider connected component than the circular markers and was filtered out).",10.53,873400.0
allred-2018-superhydrophobic-trl,fig-4,wenzel,10.79,°C,97.52,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only. Curve isolated by blue RGB color mask (circular markers, blue dotted connecting line); markers are well separated with no overlap from other curves, giving a clean detection. Same axis calibration as the SHPho-CB series. A blue arrow near the top of this curve points to panel (b), not a data point, and was excluded (it forms a much larger, wider connected component than the circular markers and was filtered out).",10.79,975200.0
allred-2018-superhydrophobic-trl,fig-4,wenzel,11.11,°C,107.43,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only. Curve isolated by blue RGB color mask (circular markers, blue dotted connecting line); markers are well separated with no overlap from other curves, giving a clean detection. Same axis calibration as the SHPho-CB series. A blue arrow near the top of this curve points to panel (b), not a data point, and was excluded (it forms a much larger, wider connected component than the circular markers and was filtered out).",11.11,1074300.0
allred-2018-superhydrophobic-trl,fig-4,wenzel,11.42,°C,114.67,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only. Curve isolated by blue RGB color mask (circular markers, blue dotted connecting line); markers are well separated with no overlap from other curves, giving a clean detection. Same axis calibration as the SHPho-CB series. A blue arrow near the top of this curve points to panel (b), not a data point, and was excluded (it forms a much larger, wider connected component than the circular markers and was filtered out).",11.42,1146700.0
allred-2018-superhydrophobic-trl,fig-4,hydrophilic,10.8,°C,12.47,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only, the bare-copper reference surface. Curve isolated by green RGB color mask (diamond markers, green dotted connecting line). Near x≈19.5°C the curve rises almost vertically through three closely-spaced diamond markers; these were still individually resolved as separate connected components and ordered by increasing heat flux to follow the curve. A green arrow near the top of the curve (pointing to panel (b)) was excluded as it forms a much larger connected component than the diamond markers. Same axis calibration as the other two series.",10.8,124700.0
allred-2018-superhydrophobic-trl,fig-4,hydrophilic,14.59,°C,26.48,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only, the bare-copper reference surface. Curve isolated by green RGB color mask (diamond markers, green dotted connecting line). Near x≈19.5°C the curve rises almost vertically through three closely-spaced diamond markers; these were still individually resolved as separate connected components and ordered by increasing heat flux to follow the curve. A green arrow near the top of the curve (pointing to panel (b)) was excluded as it forms a much larger connected component than the diamond markers. Same axis calibration as the other two series.",14.59,264800.0
allred-2018-superhydrophobic-trl,fig-4,hydrophilic,17.11,°C,40.66,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only, the bare-copper reference surface. Curve isolated by green RGB color mask (diamond markers, green dotted connecting line). Near x≈19.5°C the curve rises almost vertically through three closely-spaced diamond markers; these were still individually resolved as separate connected components and ordered by increasing heat flux to follow the curve. A green arrow near the top of the curve (pointing to panel (b)) was excluded as it forms a much larger connected component than the diamond markers. Same axis calibration as the other two series.",17.11,406599.99999999994
allred-2018-superhydrophobic-trl,fig-4,hydrophilic,18.78,°C,54.67,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only, the bare-copper reference surface. Curve isolated by green RGB color mask (diamond markers, green dotted connecting line). Near x≈19.5°C the curve rises almost vertically through three closely-spaced diamond markers; these were still individually resolved as separate connected components and ordered by increasing heat flux to follow the curve. A green arrow near the top of the curve (pointing to panel (b)) was excluded as it forms a much larger connected component than the diamond markers. Same axis calibration as the other two series.",18.78,546700.0
allred-2018-superhydrophobic-trl,fig-4,hydrophilic,19.55,°C,68.85,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only, the bare-copper reference surface. Curve isolated by green RGB color mask (diamond markers, green dotted connecting line). Near x≈19.5°C the curve rises almost vertically through three closely-spaced diamond markers; these were still individually resolved as separate connected components and ordered by increasing heat flux to follow the curve. A green arrow near the top of the curve (pointing to panel (b)) was excluded as it forms a much larger connected component than the diamond markers. Same axis calibration as the other two series.",19.55,688500.0
allred-2018-superhydrophobic-trl,fig-4,hydrophilic,19.46,°C,83.81,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only, the bare-copper reference surface. Curve isolated by green RGB color mask (diamond markers, green dotted connecting line). Near x≈19.5°C the curve rises almost vertically through three closely-spaced diamond markers; these were still individually resolved as separate connected components and ordered by increasing heat flux to follow the curve. A green arrow near the top of the curve (pointing to panel (b)) was excluded as it forms a much larger connected component than the diamond markers. Same axis calibration as the other two series.",19.46,838100.0
allred-2018-superhydrophobic-trl,fig-4,hydrophilic,19.45,°C,98.18,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only, the bare-copper reference surface. Curve isolated by green RGB color mask (diamond markers, green dotted connecting line). Near x≈19.5°C the curve rises almost vertically through three closely-spaced diamond markers; these were still individually resolved as separate connected components and ordered by increasing heat flux to follow the curve. A green arrow near the top of the curve (pointing to panel (b)) was excluded as it forms a much larger connected component than the diamond markers. Same axis calibration as the other two series.",19.45,981800.0000000001
allred-2018-superhydrophobic-trl,fig-4,hydrophilic,22.0,°C,110.95,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Panel (a) only, the bare-copper reference surface. Curve isolated by green RGB color mask (diamond markers, green dotted connecting line). Near x≈19.5°C the curve rises almost vertically through three closely-spaced diamond markers; these were still individually resolved as separate connected components and ordered by increasing heat flux to follow the curve. A green arrow near the top of the curve (pointing to panel (b)) was excluded as it forms a much larger connected component than the diamond markers. Same axis calibration as the other two series.",22.0,1109500.0
allred-2018-superhydrophobic-trl,fig-4,chf,0.0,°C,109.9,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Horizontal black reference line (Zuber critical-heat-flux correlation, annotated 'Zuber [1]' with a leader line), not one of the three tested surfaces, but included since it is a distinguishable, clearly labeled series spanning the full plot width at a constant heat flux (~110 W/cm2). Row position measured directly from the solid black horizontal line's pixel rows.",0.0,1099000.0
allred-2018-superhydrophobic-trl,fig-4,chf,30.0,°C,109.9,W/cm2,raster_digitized_figure,pixel_calibrated_digitization,"Horizontal black reference line (Zuber critical-heat-flux correlation, annotated 'Zuber [1]' with a leader line), not one of the three tested surfaces, but included since it is a distinguishable, clearly labeled series spanning the full plot width at a constant heat flux (~110 W/cm2). Row position measured directly from the solid black horizontal line's pixel rows.",30.0,1099000.0
allred-2019-petal-effect-parahydrophobic,fig-7,copper,9.9,K,7.4,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Gray filled-circle markers, isolated by RGB color mask (89,89,89) after tick calibration from axis labels 0/10/20/30/40 (x) and 0/20/40/.../140 (y). The last two interior points (~18.0, ~18.5 K) were partially occluded by the overlapping blue 'smooth PDMS' marker near CHF; centroids taken from the visible gray fragment. The grey X near the top is an extrapolation-arrow annotation, not a data point, and was excluded.",9.9,74000.0
allred-2019-petal-effect-parahydrophobic,fig-7,copper,11.7,K,16.2,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Gray filled-circle markers, isolated by RGB color mask (89,89,89) after tick calibration from axis labels 0/10/20/30/40 (x) and 0/20/40/.../140 (y). The last two interior points (~18.0, ~18.5 K) were partially occluded by the overlapping blue 'smooth PDMS' marker near CHF; centroids taken from the visible gray fragment. The grey X near the top is an extrapolation-arrow annotation, not a data point, and was excluded.",11.7,162000.0
allred-2019-petal-effect-parahydrophobic,fig-7,copper,12.9,K,25.9,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Gray filled-circle markers, isolated by RGB color mask (89,89,89) after tick calibration from axis labels 0/10/20/30/40 (x) and 0/20/40/.../140 (y). The last two interior points (~18.0, ~18.5 K) were partially occluded by the overlapping blue 'smooth PDMS' marker near CHF; centroids taken from the visible gray fragment. The grey X near the top is an extrapolation-arrow annotation, not a data point, and was excluded.",12.9,259000.0
allred-2019-petal-effect-parahydrophobic,fig-7,copper,13.9,K,35.5,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Gray filled-circle markers, isolated by RGB color mask (89,89,89) after tick calibration from axis labels 0/10/20/30/40 (x) and 0/20/40/.../140 (y). The last two interior points (~18.0, ~18.5 K) were partially occluded by the overlapping blue 'smooth PDMS' marker near CHF; centroids taken from the visible gray fragment. The grey X near the top is an extrapolation-arrow annotation, not a data point, and was excluded.",13.9,355000.0
allred-2019-petal-effect-parahydrophobic,fig-7,copper,14.7,K,45.1,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Gray filled-circle markers, isolated by RGB color mask (89,89,89) after tick calibration from axis labels 0/10/20/30/40 (x) and 0/20/40/.../140 (y). The last two interior points (~18.0, ~18.5 K) were partially occluded by the overlapping blue 'smooth PDMS' marker near CHF; centroids taken from the visible gray fragment. The grey X near the top is an extrapolation-arrow annotation, not a data point, and was excluded.",14.7,451000.0
allred-2019-petal-effect-parahydrophobic,fig-7,copper,15.6,K,54.7,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Gray filled-circle markers, isolated by RGB color mask (89,89,89) after tick calibration from axis labels 0/10/20/30/40 (x) and 0/20/40/.../140 (y). The last two interior points (~18.0, ~18.5 K) were partially occluded by the overlapping blue 'smooth PDMS' marker near CHF; centroids taken from the visible gray fragment. The grey X near the top is an extrapolation-arrow annotation, not a data point, and was excluded.",15.6,547000.0
allred-2019-petal-effect-parahydrophobic,fig-7,copper,16.3,K,64.4,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Gray filled-circle markers, isolated by RGB color mask (89,89,89) after tick calibration from axis labels 0/10/20/30/40 (x) and 0/20/40/.../140 (y). The last two interior points (~18.0, ~18.5 K) were partially occluded by the overlapping blue 'smooth PDMS' marker near CHF; centroids taken from the visible gray fragment. The grey X near the top is an extrapolation-arrow annotation, not a data point, and was excluded.",16.3,644000.0
allred-2019-petal-effect-parahydrophobic,fig-7,copper,17.1,K,73.2,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Gray filled-circle markers, isolated by RGB color mask (89,89,89) after tick calibration from axis labels 0/10/20/30/40 (x) and 0/20/40/.../140 (y). The last two interior points (~18.0, ~18.5 K) were partially occluded by the overlapping blue 'smooth PDMS' marker near CHF; centroids taken from the visible gray fragment. The grey X near the top is an extrapolation-arrow annotation, not a data point, and was excluded.",17.1,732000.0
allred-2019-petal-effect-parahydrophobic,fig-7,copper,18.0,K,83.8,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Gray filled-circle markers, isolated by RGB color mask (89,89,89) after tick calibration from axis labels 0/10/20/30/40 (x) and 0/20/40/.../140 (y). The last two interior points (~18.0, ~18.5 K) were partially occluded by the overlapping blue 'smooth PDMS' marker near CHF; centroids taken from the visible gray fragment. The grey X near the top is an extrapolation-arrow annotation, not a data point, and was excluded.",18.0,838000.0
allred-2019-petal-effect-parahydrophobic,fig-7,copper,18.5,K,93.9,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Gray filled-circle markers, isolated by RGB color mask (89,89,89) after tick calibration from axis labels 0/10/20/30/40 (x) and 0/20/40/.../140 (y). The last two interior points (~18.0, ~18.5 K) were partially occluded by the overlapping blue 'smooth PDMS' marker near CHF; centroids taken from the visible gray fragment. The grey X near the top is an extrapolation-arrow annotation, not a data point, and was excluded.",18.5,939000.0
allred-2019-petal-effect-parahydrophobic,fig-7,copper,19.7,K,112.6,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Gray filled-circle markers, isolated by RGB color mask (89,89,89) after tick calibration from axis labels 0/10/20/30/40 (x) and 0/20/40/.../140 (y). The last two interior points (~18.0, ~18.5 K) were partially occluded by the overlapping blue 'smooth PDMS' marker near CHF; centroids taken from the visible gray fragment. The grey X near the top is an extrapolation-arrow annotation, not a data point, and was excluded.",19.7,1126000.0
allred-2019-petal-effect-parahydrophobic,fig-7,pdms,7.9,K,6.7,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled-circle markers (distinguished from the blue filled-square 'para PDMS' series by shape: fill-area/bounding-box ratio ~0.6-0.8 for circles vs ~1.0 for squares, after color-masking pure blue (0,0,255) and eroding away the thin dashed connector line). Two interior rungs (~x=14-16 K) are missing: at those points the smooth-copper gray marker is drawn on top and fully occludes the blue circle, so no reliable centroid could be extracted there; left out rather than fabricated. Excludes the small blue 'X' annotation mark near CHF, which is an arrow/extrapolation annotation, not a data point.",7.9,67000.0
allred-2019-petal-effect-parahydrophobic,fig-7,pdms,9.5,K,15.6,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled-circle markers (distinguished from the blue filled-square 'para PDMS' series by shape: fill-area/bounding-box ratio ~0.6-0.8 for circles vs ~1.0 for squares, after color-masking pure blue (0,0,255) and eroding away the thin dashed connector line). Two interior rungs (~x=14-16 K) are missing: at those points the smooth-copper gray marker is drawn on top and fully occludes the blue circle, so no reliable centroid could be extracted there; left out rather than fabricated. Excludes the small blue 'X' annotation mark near CHF, which is an arrow/extrapolation annotation, not a data point.",9.5,156000.0
allred-2019-petal-effect-parahydrophobic,fig-7,pdms,10.9,K,23.9,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled-circle markers (distinguished from the blue filled-square 'para PDMS' series by shape: fill-area/bounding-box ratio ~0.6-0.8 for circles vs ~1.0 for squares, after color-masking pure blue (0,0,255) and eroding away the thin dashed connector line). Two interior rungs (~x=14-16 K) are missing: at those points the smooth-copper gray marker is drawn on top and fully occludes the blue circle, so no reliable centroid could be extracted there; left out rather than fabricated. Excludes the small blue 'X' annotation mark near CHF, which is an arrow/extrapolation annotation, not a data point.",10.9,239000.0
allred-2019-petal-effect-parahydrophobic,fig-7,pdms,11.9,K,32.9,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled-circle markers (distinguished from the blue filled-square 'para PDMS' series by shape: fill-area/bounding-box ratio ~0.6-0.8 for circles vs ~1.0 for squares, after color-masking pure blue (0,0,255) and eroding away the thin dashed connector line). Two interior rungs (~x=14-16 K) are missing: at those points the smooth-copper gray marker is drawn on top and fully occludes the blue circle, so no reliable centroid could be extracted there; left out rather than fabricated. Excludes the small blue 'X' annotation mark near CHF, which is an arrow/extrapolation annotation, not a data point.",11.9,329000.0
allred-2019-petal-effect-parahydrophobic,fig-7,pdms,12.9,K,41.3,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled-circle markers (distinguished from the blue filled-square 'para PDMS' series by shape: fill-area/bounding-box ratio ~0.6-0.8 for circles vs ~1.0 for squares, after color-masking pure blue (0,0,255) and eroding away the thin dashed connector line). Two interior rungs (~x=14-16 K) are missing: at those points the smooth-copper gray marker is drawn on top and fully occludes the blue circle, so no reliable centroid could be extracted there; left out rather than fabricated. Excludes the small blue 'X' annotation mark near CHF, which is an arrow/extrapolation annotation, not a data point.",12.9,413000.0
allred-2019-petal-effect-parahydrophobic,fig-7,pdms,13.9,K,49.6,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled-circle markers (distinguished from the blue filled-square 'para PDMS' series by shape: fill-area/bounding-box ratio ~0.6-0.8 for circles vs ~1.0 for squares, after color-masking pure blue (0,0,255) and eroding away the thin dashed connector line). Two interior rungs (~x=14-16 K) are missing: at those points the smooth-copper gray marker is drawn on top and fully occludes the blue circle, so no reliable centroid could be extracted there; left out rather than fabricated. Excludes the small blue 'X' annotation mark near CHF, which is an arrow/extrapolation annotation, not a data point.",13.9,496000.0
allred-2019-petal-effect-parahydrophobic,fig-7,pdms,17.9,K,92.0,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled-circle markers (distinguished from the blue filled-square 'para PDMS' series by shape: fill-area/bounding-box ratio ~0.6-0.8 for circles vs ~1.0 for squares, after color-masking pure blue (0,0,255) and eroding away the thin dashed connector line). Two interior rungs (~x=14-16 K) are missing: at those points the smooth-copper gray marker is drawn on top and fully occludes the blue circle, so no reliable centroid could be extracted there; left out rather than fabricated. Excludes the small blue 'X' annotation mark near CHF, which is an arrow/extrapolation annotation, not a data point.",17.9,920000.0
allred-2019-petal-effect-parahydrophobic,fig-7,pdms,18.7,K,99.8,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled-circle markers (distinguished from the blue filled-square 'para PDMS' series by shape: fill-area/bounding-box ratio ~0.6-0.8 for circles vs ~1.0 for squares, after color-masking pure blue (0,0,255) and eroding away the thin dashed connector line). Two interior rungs (~x=14-16 K) are missing: at those points the smooth-copper gray marker is drawn on top and fully occludes the blue circle, so no reliable centroid could be extracted there; left out rather than fabricated. Excludes the small blue 'X' annotation mark near CHF, which is an arrow/extrapolation annotation, not a data point.",18.7,998000.0
allred-2019-petal-effect-parahydrophobic,fig-7,pdms,5.8,K,7.2,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled-square markers, isolated from the blue filled-circle 'smooth PDMS' series by shape (fill-area/bounding-box ratio ~1.0 for squares) after color masking and erosion to remove the dashed connector line. All 10 markers visible along this curve were cleanly resolved (no occlusion).",5.8,72000.0
allred-2019-petal-effect-parahydrophobic,fig-7,pdms,7.5,K,15.8,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled-square markers, isolated from the blue filled-circle 'smooth PDMS' series by shape (fill-area/bounding-box ratio ~1.0 for squares) after color masking and erosion to remove the dashed connector line. All 10 markers visible along this curve were cleanly resolved (no occlusion).",7.5,158000.0
allred-2019-petal-effect-parahydrophobic,fig-7,pdms,9.2,K,24.7,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled-square markers, isolated from the blue filled-circle 'smooth PDMS' series by shape (fill-area/bounding-box ratio ~1.0 for squares) after color masking and erosion to remove the dashed connector line. All 10 markers visible along this curve were cleanly resolved (no occlusion).",9.2,247000.0
allred-2019-petal-effect-parahydrophobic,fig-7,pdms,10.6,K,33.7,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled-square markers, isolated from the blue filled-circle 'smooth PDMS' series by shape (fill-area/bounding-box ratio ~1.0 for squares) after color masking and erosion to remove the dashed connector line. All 10 markers visible along this curve were cleanly resolved (no occlusion).",10.6,337000.0
allred-2019-petal-effect-parahydrophobic,fig-7,pdms,12.0,K,42.7,W/cm^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled-square markers, isolated from the blue filled-circle 'smooth PDMS' series by shape (fill-area/bounding-box ratio ~1.0 for squares) after color masking and erosion to remove the dashed connector line. All 10 markers visible along this curve were cleanly resolved (no occlusion).",12.0,427000.0
